Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Revenue,Employees,Founded,Sic,Naics,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
"Sport Nobles Construction, Inc.",1585 Blanding Blvd,Jacksonville,FL,32210,United States,(904) 381-8518,https://www.sportnobles.com/,info@sportnobles.com,,"General contractor, Bathroom remodeler, Construction company, Contractor, Custom home builder, Home builder, Kitchen remodeler, Remodeler","We are a general contracting firm that specializes in high end residential remodels and new construction.
Sport Nobles Construction knows that a distinctive custom home should not be built without also building a lasting relationship with the customer.",$1.3 M,9,1998,"15,152","23,236",https://www.linkedin.com/company/sport-nobles-construction-inc.,https://www.facebook.com/SportNoblesConstruction,,http://instagram.com/sportnoblesconstructioninc,,30.2904243,'-81.7239648,Sport,Nobles,President,sport.nobles@sportnobles.com
"Src Group Of Florida, Inc.",221 N Hogan St,Jacksonville,FL,32202,United States,(888) 551-7226,http://siliconeroofcoatingsjax.com/contact/,siliconeroofcoatingsjax@gmail.com,Unknown,Roofing contractor,"Professional roofing services for repairs, replacements, and new roof installations. Same-day appointments available. Call (888) 602-1585.",,,,,,,,https://www.godaddy.com/en-uk/domainsearch/find,,,30.3288067,'-81.65988,,,,
Srs Building Products,4665 Collins Rd #401,Jacksonville,FL,32244,United States,(904) 447-4650,https://www.srsdistribution.com/en/markets/our-brands/SRNJA/,sales@srsdistribution.com,,"Roofing supply store, Building materials supplier, Wholesaler","Crown C Supplys commitment to you: To help you complete your job successfully ... on time and on budget. Were Crown C Supply. Some call Crown C Supply the contractors best friend but what Crown C Supply really are is the contractors best contact, to get the supplies and materials they need to do their job.",$4.3 M,23,1978,"50,503","42,423",https://www.linkedin.com/company/srs-distribution-inc-,https://www.facebook.com/SRSDistributionInc,https://x.com/SRSdistribution,https://www.instagram.com/srs.distribution.inc,https://www.youtube.com/user/SRSdistribution,30.1936569,'-81.7100753,Lynette,Morgan,"Director, Solutions Architecture",lmorgan@srsdistribution.com
Steel Rudder Roofing,1867 Caravan Trail #104,Jacksonville,FL,32216,United States,(904) 299-8490,https://steelrudder.com/,,,Roofing contractor,"Steel Rudder Roofing is a locally owned and operated roofing company based in Jacksonville, FL, with over 20 years of experience. They specialize in a wide range of roofing services including roof replacement, storm damage repair, and commercial roofing, all while offering fair pricing and financing options.",$2.8 M,16,,"87,874","54,541",,,,,,30.3127418,'-81.5632015,,,,
"Stonebridge Roofing, Energy And Exteriors",6956 Phillips Pkwy Dr N,Jacksonville,FL,32256,United States,(904) 262-6636,https://www.stonebridgebuilt.com/,jonathan.harrelson@stonebridgebuilt.com,,Roofing contractor,"Stonebridge Construction Services, LLC is a full service construction and renovation contractor. We are engaged in virtually every major construction discipline associated with commercial, residential and multifamily building. Decades of experience enables us to provide superior cost effective service and professional management to our clients.",$4 M,7,2007,"17,176","23,238",https://www.linkedin.com/company/stonebridge-construction-services-llc,https://www.facebook.com/stonebridgejax,,https://www.instagram.com/stonebridge_jax,,30.1678248,'-81.5336323,Jennifer,Nelson Schlachter,,jennifer@stonebridgebuilt.com
Storm Restoration,432 Gano Ave,Orange Park,FL,32073,United States,(904) 323-3252,,,,Roofing contractor,,,,,,,,,,,,30.1703426,'-81.7318309,,,,
Stormforce Roofing,6111 Gazebo Park Pl N Suite 210,Jacksonville,FL,32257,United States,(904) 298-6456,https://www.stormforce.com/roofing-contractor-in-jacksonville-florida/,support@stormforce.com,Unknown,"Roofing contractor, Gutter service","StormForce Roofing, operating in Jacksonville and Port Charlotte, specializes in comprehensive roofing services for both residential and commercial clients. Since 2011, they have built a reputation for expert installations, roof inspections, and emergency weather services, ensuring client peace of mind.",$6.9 M,19,2011,"17,176","23,238",https://www.linkedin.com/company/stormforce-of-jacksonville-llc,https://www.facebook.com/stormforcejacksonville,https://www.x.com/stormforceofjax,,,30.1893132,'-81.5644776,,,,
Strategic Pressure Washing,8422 N Lostara Ave,Jacksonville,FL,32211,United States,(904) 240-5434,,,,"Pressure washing service, Gutter cleaning service",,,,,,,,,,,,30.3367825,'-81.5657161,,,,
Stratum Contracting & Construction Management,11455 Saints Rd,Jacksonville,FL,32246,United States,(904) 267-2530,https://www.stratumcorporation.com/,jsmithson@stratumcorporation.com,,Construction company,"Stratum Contracting & Construction Management is a veteran-owned construction contractor based in Jacksonville, FL, specializing in both residential and commercial construction projects. With over 120 years of combined experience, they offer services including custom home builds, renovations, commercial build-outs, and comprehensive construction project management.",$2.8 M,4,2020,"87,874","56,561",https://linkedin.com/company/stratumcorporation,https://www.facebook.com/stratumcorpconstruct,,https://instagram.com/stratumcontracting,,30.2953385,'-81.5235477,Matt,McCord,"Director, Residential Construction",mmccord@stratumcorporation.com
Strong Tower Roofing Inc.,2710 Edgewood Ave N,Jacksonville,FL,32254,United States,(904) 544-9596,https://strongtower-roofing.com/,strongtowerroofinginc@gmail.com,Unknown,Roofing contractor,"Strong Tower Roofing: Trusted roofers in Jacksonville, FL. Expert repairs, installations, and customer satisfaction guaranteed!",,,,,,,https://www.facebook.com/strongtowerjax,,https://www.instagram.com/strongtowerjax,https://www.youtube.com/@strongtowerroofing1424,30.3564403,'-81.7324305,,,,
Summit Exteriors,1652 Emerson St,Jacksonville,FL,32207,United States,(904) 444-4484,https://www.summit904.com/,jason@summit904.com,,"Roofing contractor, Building consultant","SUMMIT EXTERIORS has been a customer favorite in the Jacksonville, Florida area for more than a decade. Call (904) 444-4484 for residential siding or roofing services.",,,,,,,https://www.facebook.com/people/Summit-Exteriors/100063750035069,,,,30.2844762,'-81.6483069,,,,
Summit Roofing & Solar,9957 Moorings Dr Ste 204,Jacksonville,FL,32257,United States,(904) 723-4950,https://summitroofsolar.com/,,,"Roofing contractor, Siding contractor","Trusted residential and solar roofing experts proudly serving Jacksonville, FL. Summit Roofing and Solar, with quality roof repairs, replacements, and solar panel installations.",,,,,,,https://www.facebook.com/people/Summit-Roofing-Solar/100063733713673,,https://www.instagram.com/Construction.Summit,,30.1954628,'-81.6181385,,,,
Sunshine Foundation Repair,2203 Hamilton St,Jacksonville,FL,32210,United States,(904) 604-7056,https://www.sunshinefoundationrepair.com/,website@sunshinefoundationrepair.com,Unknown,"Concrete contractor, Drainage service, Foundation, Insulation contractor, Waterproofing service","Sunshine Foundation Repair is your trusted home repair contractor, offering expert waterproofing, crawl space repair, foundation repair, concrete leveling, and concrete repair services. Relying only on industry-leading products and systems backed by unbeatable warranties, we provide life-long solutions for your home.",<$5 M,<25,,"76,769","81,811",,https://www.facebook.com/SunshineFoundationRepair,,https://www.instagram.com/sunshinefoundationrepair,,30.2787725,'-81.7216337,,,,
"Sunshine State Seamless Gutters, Inc.",10950-60 San Jose Blvd #331,Jacksonville,FL,32223,United States,(904) 424-0281,,,,Gutter cleaning service,,,,,,,,,,,,30.1769482,'-81.6292811,,,,
Super Exterior,100 N Laura St,Jacksonville,FL,32202,United States,(904) 900-2524,http://roofinginjacksonville.com/,,,Roofing contractor,"Roofing Company in Jacksonville, FL is a company that operates in the Commercial & Residential Construction industry. It employs 5to9 people and has 500Kto1M of revenue. The company is headquartered in Jacksonville, Florida. (Private company)",$757 K,6,,"17,176","23,238",,,,,,30.3278781,'-81.6591638,,,,
Surfside Craftsman Llc,,Jacksonville,FL,32210,United States,(904) 439-6261,,,,Construction company,,,,,,,,,,,,30.2776512,'-81.7239395,,,,
Sweeney Roofing Company,4212 Blanding Blvd,Jacksonville,FL,32210,United States,(386) 342-4923,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.2643853,'-81.7392176,,,,
Synergy Solar And Roofing,8595 103rd St,Jacksonville,FL,32210,United States,(904) 423-7299,https://synergysolar.us/,andres@synergysolar.us,,"Roofing contractor, Solar energy company","We are committed to providing quality education for homeowners regarding the value and accessibility of solar energy. We believe that residential solar power is the future. With one 15 minute call, we can help you decide if solar is right for you. 
Synergy Solar has streamlined the residential solar panel installation process.",$2.1 M,12,,"13,131","21,211",https://www.linkedin.com/company/synergy-solar-usa,https://www.facebook.com/synergysolar.us,,https://www.instagram.com/synergy.solar,https://www.youtube.com/channel/UCup_mFUdcoDzDgBFtM-rhAQ,30.2482379,'-81.7937213,Jonathan,Lindstam,President of Synergy Solar Llc,jonathan@synergysolar.us
Synot Construction,8717 Mathonia Ave,Jacksonville,FL,32211,United States,(904) 312-2475,,,,Roofing contractor,,,,,,,,,,,,30.3398911,'-81.561671,,,,
Synot Roofing Construction Llc,6314 Merrill Rd,Jacksonville,FL,32277,United States,(904) 405-0113,,,,Roofing contractor,,,,,,,,,,,,30.3516343,'-81.5911764,,,,
T. Conlan Roofing,6950 Philips Hwy Suite 29,Jacksonville,FL,32216,United States,(904) 661-1597,https://www.tconlanroofing.com/,,,Roofing contractor,"Discover expert commercial and residential roofing services in Jacksonville, FL, from T. Conlan Roofing, with over 30 years of experience ensuring lasting quality and customer satisfaction.",,,,,,,,,,,30.2457808,'-81.6040922,,,,
Taylor's Metals' Inc,4131 N Canal St,Jacksonville,FL,32209,United States,(904) 355-0560,,,,Sheet metal contractor,,,,,,,,,,,,30.3635069,'-81.6968223,,,,
Tecta America Central Florida Commercial Roofing,530 Ellis Rd S,Jacksonville,FL,32254,United States,(904) 425-8246,https://www.tectaamerica.com/location/commercial-roofing-jacksonville-florida/,info@tectaamerica.com,,Roofing contractor,"Tecta America is a national roofing contractor specializing in installation, repair, and maintenance services for commercial, industrial, and institutional clients. Headquartered in Rosemont, Illinois, it was founded in 2000.",$2.4 B,"3,692",2000,"17,176","23,238",https://www.linkedin.com/company/tecta-america-corp,https://www.facebook.com/TectaAmerica,https://x.com/tectaamerica,https://www.instagram.com/tectaamerica,https://www.youtube.com/user/TectaAmericaCorp,30.3183518,'-81.7447665,,,,
Tecta America Southeast Llc,7658 Philips Hwy #700,Jacksonville,FL,32217,United States,(904) 425-8246,http://www.tectaamerica.com/tecta-america-southeast-atlanta/,info@tectaamerica.com,,Roofing contractor,"Tecta America is a national roofing contractor specializing in installation, repair, and maintenance services for commercial, industrial, and institutional clients. Headquartered in Rosemont, Illinois, it was founded in 2000.",$2.4 B,"3,692",2000,"17,176","23,238",https://www.linkedin.com/company/tecta-america-corp,https://www.facebook.com/TectaAmerica,https://x.com/tectaamerica,https://www.instagram.com/tectaamerica,https://www.youtube.com/user/TectaAmericaCorp,30.23248,'-81.5942573,,,,
The Brothers That Just Do Gutters,11356 Woodsong Loop S,Jacksonville,FL,32225,United States,(904) 782-6811,https://north-jacksonville.brothersgutters.com/,email@brothersgutters.com,,"Gutter cleaning service, Gutter service","The Brothers That Just Do Gutters is a rapidly growing, locally owned,and operated franchise with over 100+ locations nationwide and growing. 
Our mission is to Reinvent Contractor Service by providing a great place to work and delivering 5-star service every step of the way from initial phone inquiry, home visit, inspection and estimate, scheduling, timeliness, installation, follow up and ongoing support and service.",$5.8 M,290,1999,"17,176","23,238",https://www.linkedin.com/company/the-brothers-that-just-do-gutters,https://www.facebook.com/brothersguttersct,https://www.x.com/brothersgutters,,,30.3793241,'-81.5136814,Jennifer,Dowd,Vice President and Back-office Admin,jd@brothersgutters.com
The Coastal Handyman,609 Barbara Ln,Jacksonville Beach,FL,32250,United States,(904) 357-0284,https://www.thecoastalhandyman.com/,,,Handyman/Handywoman/Handyperson,"I offer Handyman services In Atlantic Beach, Jacksonville Beach and Ponta Vedra Beach. From ceiling fan replacement, light fixtures replacement, TV mounting, and Toilet replacement. Have your garbage disposal replaced, faucets replaced, or even a new",,,,,,,https://www.facebook.com/TheCoastalHandyman,,https://www.instagram.com/thecoastalhandyman,,30.2974965,'-81.3981143,,,,
"The Dantzler Group Inc., General And Roofing Contractor",7048 Old Plank Rd,Jacksonville,FL,32254,United States,(904) 783-1010,https://www.dantzlergroup.com/,lisa@dantzlergroup.com,,"Roofing contractor, Bathroom remodeler, Construction company, General contractor, Kitchen remodeler","Dantzler Group Inc,  specializes in residential remodels and additions, commercial construction, and roofing. We believe a strong foundation is the core of who we are as a company. Our rock solid foundation is built on  seven core principles: 
Faith 
Team members  - We believe a team works together to reach a common goal and teamwork is the best way to achieve success.",<$5 M,14,1991,"15,154","23,236",https://www.linkedin.com/company/dantzler-group-inc.-the/about,https://www.facebook.com/DantzlerGroup,,,,30.3235298,'-81.7640702,Linda,Dantzler,,linda@dantzlergroup.com
The Handyman Company Jacksonville Home Repair & Remodeling,6900 Philips Hwy #35,Jacksonville,FL,32216,United States,(904) 567-8333,https://the-handyman-company.com/our-services/contractor/,info@the-handyman-company.com,,"Handyman/Handywoman/Handyperson, Bathroom remodeler, Carpenter, Contractor, Dry wall contractor, General contractor, Kitchen remodeler, Painter, Remodeler, Tile contractor","The Handyman Company has serviced over 75,000 customers here in Florida since 1999 and we operate in 6 offices across the State. Our customer repeat and referral rate is over 50% which reflects in our commitment to customer satisfaction and excellence customer service.",$38.4 M,155,1999,"72,729","81,812",https://www.linkedin.com/company/handyman-co,https://www.facebook.com/TheHandymanCo,,,,30.246831,'-81.603945,Nicole,Smith,Marketing Assistant,nsmith@the-handyman-company.com
